FileName,MS,TDR,ebike,equity,carMiles,carMilesR,carMiles.pers,carMilesR.pers,carMilesCycled,milesCycled.pers,milesCycled.male,milesCycled.female,milesCycled.white,milesCycled.nonwhite,milesCycled.caraccess,milesCycled.noncaraccess,METh,METhincr,MMETh,MMETh.pers,MMEThincr,CO2.Tm,CO2R.perc,CO2.pers,TripDisIncSW,TripTotalTime1,timeSaved.Total.h,timeSavedCyclists.perc,nocarTrips.people.perc,nocar.males.perc,nocar.females.perc,nocar.white.perc,nocar.nonwhite.perc,nocar.caraccess,nocar.noncaraccess,nopeople,nocyclists,newcyclists,cyclist.potential,cyclists.perc,cyclists.incr,cyclist.male.perc,cyclist.female.perc,cyclist.white.perc,cyclist.nonwhite.perc,cyclist.caraccess.perc,cyclist.noncaraccess.perc,cyclist.nssec1.perc,cyclist.nssec2.perc,cyclist.nssec3.perc,cyclist.nssec4.perc,cyclist.nssec5.perc,trips.bike.perc,trips.nssec1.perc,trips.nssec2.perc,trips.nssec3.perc,trips.nssec4.perc,trips.nssec5.perc,trips.age20.39.perc,trips.age40.59.perc,trips.age60plus.perc,nopeopleWithTrips,People.with.NoTrips,YLL.Reduction.20.39.Males,YLL.Reduction.40.59.Males,YLL.Reduction.60p.Males,YLL.Reduction.20.39.Females,YLL.Reduction.40.59.Females,YLL.Reduction.60p.Females,YLL.Reduction.20.39.All,YLL.Reduction.40.59.All,YLL.Reduction.60p.All,YLL.20.39.Males,YLL.40.59.Males,YLL.60p.Males,YLL.20.39.Females,YLL.40.59.Females,YLL.60p.Females,YLL.20.39.All,YLL.40.59.All,YLL.60p.All
IIyear.MS64_TDR0.7_ebik1_eq1.csv,64,0.7,1,1,994025.98,649048.65,66,43.1,156126.3,13.26,14.13,12.47,13.58,10.17,14.74,6.85,131897.1,40167.2,104489.2,7.2,31906.5,240.06,39.5,0.015932833,1433575,4575966.6,28989.4,79.8,14.9,15.7,14.3,13.2,31.4,6.5,51.5,14502,10872,10663,11176,72.2,1424.8,72.2,72.1,72.2,71.2,73.2,67.9,73.8,72.3,71.3,63.2,74.3,28.6,27.2,28.8,29.5,30.8,30.8,29,28,28.7,14502,565,4.55,7.98,21.35,7.2,9.68,23.62,11.75,17.67,44.97,11299.41,66677.76,87634.1,4553.71,17730.77,78085.18,15853.11,84408.53,165719.28
IIyear.MS64_TDR0.8_ebik0_eq0.csv,64,0.8,0,0,1201166.37,441908.26,79.7,29.3,113293.3,9.82,13.8,6.2,9.96,8.49,10.87,5.3,150658.6,58928.7,123808.7,8.5,51226,290.08,26.9,0.019252671,1638372,5209575,18429.3,96.5,14.5,15.6,13.5,12.8,30.2,6.3,49.8,14502,9863,9650,10596,65.5,1283.3,74.5,57.2,65.4,65.6,67.1,58.5,68.5,63.4,64.3,55.7,70.2,20.4,19.6,19,21.8,21.5,24,22.2,21.6,16.6,14502,565,7.46,12.54,26.58,7.47,9.13,14.52,14.93,21.67,41.1,18342.87,103768.11,108212.4,4705.95,16736.03,49340.69,23048.82,120504.14,157553.09
IIyear.MS64_TDR0.8_ebik0_eq1.csv,64,0.8,0,1,1185876.34,457198.29,78.7,30.3,128583.4,11,11.48,10.56,11.24,8.73,12.14,6.05,164193.5,72463.6,135283.7,9.3,62701,286.39,27.8,0.019007765,1638372,5273241,17368.2,101.9,14.6,15.4,13.8,12.8,30.6,6.3,50.3,14502,10524,10295,11176,69.8,1376,69.6,70.1,70,68.6,71.2,64,71.9,70.4,68.7,58.9,71.7,22.2,21.1,22,23.3,22.8,24.7,22.6,22,22,14502,565,5.69,9.56,29.45,10.26,12.94,34.4,15.95,22.5,63.85,14057.41,79470.69,120419.16,6448.95,23695.82,115508.93,20506.35,103166.51,235928.09
IIyear.MS64_TDR0.8_ebik1_eq0.csv,64,0.8,1,0,1153538.86,489535.77,76.6,32.5,160920.8,13.72,16.3,11.37,13.95,11.49,15.26,7.12,139779.3,48049.4,110684.8,7.6,38102.1,278.58,29.8,0.018489414,1638372,5173378.2,19032.5,88.7,14.8,15.7,14,13.1,30.5,6.5,50.4,14502,10264,10069,10596,68.1,1339.6,76.7,60.3,68,69.1,69.5,62.1,71.2,65.9,66.8,59,73.7,26.5,25.4,25.8,27.8,28.2,29.3,28.5,27.7,22.7,14502,565,5.69,9.62,22.73,7.69,9.64,15.89,13.37,19.26,38.62,14090.73,80093.81,93294.93,4777.98,17655.23,54234.48,18868.71,97749.04,147529.4
IIyear.MS64_TDR0.8_ebik1_eq1.csv,64,0.8,1,1,1147119.77,495954.86,76.1,32.9,167339.9,14.32,15.24,13.48,14.61,11.56,15.9,7.51,142746.6,51016.7,113069.6,7.8,40486.9,277.03,30.2,0.01838654,1638372,5177252,18968,88.6,14.8,15.7,14,13.1,30.9,6.5,50.8,14502,10834,10620,11176,71.9,1419.5,71.8,72,72,70.6,73,67.2,73.5,72.3,71.3,61.8,73.6,27.8,26.4,28,29,30.3,29.4,28.4,27.2,27.8,14502,565,4.99,8.87,22.68,8.43,10.37,25.9,13.42,19.25,48.59,12387.4,73891.73,92969.56,5329.43,18984.02,86202.57,17716.83,92875.74,179172.12
IIyear.MS64_TDR0.9_ebik0_eq0.csv,64,0.9,0,0,1363103.78,279970.85,90.5,18.6,115663.4,10.12,14.31,6.31,10.27,8.63,11.22,5.37,158530.3,66800.4,130151.9,9,57569.2,329.19,17,0.02184841,1843168,5817182.4,8302.5,105.9,14.3,15.6,13.2,12.7,29.8,6.2,49.6,14502,9777,9551,10596,64.9,1271.2,74.4,56.3,64.9,64.4,66.6,57.5,68.1,62.8,63.7,54.5,69.8,19.6,18.8,18.4,20.7,20.8,22.4,21,20.9,16,14502,565,7.66,13.29,27.96,7.65,9.4,14.1,15.31,22.69,42.06,18854.41,109816.08,113708.43,4812.16,17223.82,47675.58,23666.58,127039.9,161384.01
IIyear.MS64_TDR0.9_ebik0_eq1.csv,64,0.9,0,1,1346701.69,296372.94,89.4,19.7,132065.5,11.44,12.11,10.83,11.65,9.4,12.6,6.39,173272.7,81542.8,142663.1,9.8,70080.4,325.23,18,0.021585584,1843168,5875340.5,7333.2,110.8,14.4,15.3,13.5,12.6,30.3,6.2,49.5,14502,10468,10217,11176,69.5,1368.2,69.4,69.6,69.6,68.6,70.8,63.6,71.1,70,68.7,59.9,71.1,21.5,20.4,21.3,22.7,22.7,23.3,22.1,21.1,21.5,14502,565,6.01,10.09,31.38,10.89,13.05,35.36,16.91,23.14,66.74,14892.8,84240.79,128399.21,6848.45,23899.54,117934.52,21741.24,108140.33,246333.73
IIyear.MS64_TDR0.9_ebik1_eq0.csv,64,0.9,1,0,1311611.63,331463,87.1,22,167155.5,14.37,17.08,11.9,14.66,11.6,15.95,7.54,147857.7,56127.8,117045.2,8.1,44462.5,316.75,20.2,0.021022765,1843168,5769804.7,9092.1,96.8,14.7,15.9,13.7,13,31.4,6.5,50.4,14502,10200,10001,10596,67.7,1330.6,76.2,60,67.6,68.9,69,62.2,70.7,65.5,66.3,59.1,73.6,25.6,24.4,24.8,26.8,27.2,28.5,27.3,26.7,22,14502,565,5.77,10.3,24.73,8.22,10.25,16.33,14,20.55,41.06,14331.11,85174.64,101104.49,5192.71,18766.08,54820.43,19523.82,103940.73,155924.92
IIyear.MS64_TDR0.9_ebik1_eq1.csv,64,0.9,1,1,1304361.85,338712.78,86.6,22.5,174405.3,14.96,15.94,14.07,15.29,11.9,16.6,7.89,150831,59101.1,119427.3,8.2,46844.6,315,20.6,0.020906617,1843168,5772778.7,9042.5,96.8,14.8,15.7,13.9,13.1,30.5,6.4,50.8,14502,10819,10604,11176,71.8,1417.4,71.9,71.7,72.1,69.4,72.9,66.9,73.3,72.1,71.2,62.3,73.8,26.8,25.2,26.9,28.1,30,28.8,27.4,26.3,26.8,14502,565,5.48,9.03,25.02,9.05,11.05,27.33,14.54,20.08,52.35,13552.08,75003.67,102308.78,5712.66,20215.62,90132.78,19264.74,95219.29,192441.56
IIyear.MS64_TDR1_ebik0_eq0.csv,64,1,0,0,1524185.14,118889.49,101.2,7.9,118889.5,10.61,15.03,6.6,10.72,9.6,11.63,6.2,165246.2,73516.3,135704.7,9.4,63122,368.09,7.2,0.024430212,2047965,6384913,-1159.7,108.8,14.2,15.3,13.2,12.5,30,6.1,49.2,14502,9755,9529,10596,64.7,1268.2,74,56.3,64.7,64.7,66.2,58.3,67.3,62.8,63.7,56.3,69.7,19.9,19,18.4,21.2,22.8,23.4,22,20.9,15.9,14502,565,8.3,13.39,29.67,8.23,9.91,15.31,16.53,23.3,44.98,20364.4,110676.75,121195.03,5178.12,18141.77,52367.54,25542.52,128818.52,173562.57
IIyear.MS64_TDR1_ebik0_eq1.csv,64,1,0,1,1506235.68,136838.95,100,9.1,136839,12.03,12.55,11.55,12.27,9.74,13.16,7.17,181380.8,89650.9,149378.6,10.3,76795.9,363.76,8.3,0.024142829,2047965,6453637,-2305.1,115.8,14.4,15.3,13.6,12.7,30.3,6.1,50.1,14502,10434,10185,11176,69.3,1363.4,68.9,69.6,69.5,66.8,70.4,64.4,71,69.3,68.8,58.2,70.6,21.8,20.5,21.7,23.1,23.7,23.4,22,21.3,22,14502,565,6.4,10.41,32.57,11.47,13.83,37.2,17.87,24.24,69.77,15825.15,86465.65,132663.94,7185.41,25335.91,125162.43,23010.56,111801.57,257826.37
IIyear.MS64_TDR1_ebik1_eq0.csv,64,1,1,0,1466709.45,176365.18,97.3,11.7,176365.2,15.27,18.18,12.62,15.53,12.82,16.88,8.31,156388.9,64659,123754.5,8.5,51171.8,354.21,10.7,0.023508993,2047965,6366033,-845,104.7,14.5,15.5,13.7,12.8,30.7,6.3,50.2,14502,10189,9978,10596,67.6,1329,76.1,59.9,67.5,68.2,68.9,62.1,70.2,66.1,66.6,57,72.9,25.2,24,24.7,26.4,26.9,27.4,27.1,26.2,21.7,14502,565,6.59,10.96,25.78,9.04,10.68,17.49,15.63,21.63,43.27,16295.24,90977.1,105179.35,5665.68,19538.82,59246.5,21960.92,110515.92,164425.85
IIyear.MS64_TDR1_ebik1_eq1.csv,64,1,1,1,1459098.31,183976.32,96.8,12.2,183976.3,15.89,16.95,14.93,16.21,12.91,17.58,8.59,159792.4,68062.5,126471,8.7,53888.3,352.37,11.2,0.023386872,2047965,6374534,-986.7,105.2,14.7,15.5,13.9,13,30.7,6.2,51.1,14502,10756,10533,11176,71.4,1408.6,71.3,71.5,71.5,70.5,72.5,66.7,72.9,71.8,70.9,62.5,71.6,26.3,24.8,26.4,27.4,28.7,28.3,27,25.7,26.1,14502,565,5.93,9.69,26.48,9.6,11.63,27.88,15.53,21.32,54.35,14714.14,79864.87,108228.6,6000.02,21295.05,92421.48,20714.16,101159.92,200650.08
IIyear.MS8_TDR0.7_ebik0_eq0.csv,8,0.7,0,0,1105764.53,537310.1,73.4,35.7,44387.7,4.19,6.61,1.99,4.28,3.31,4.64,2.28,109457.1,17727.2,88208.8,6.1,15626.1,267.04,32.7,0.017723502,1433575,4520265.7,29917.8,90.1,13.8,14.9,12.8,12.1,29.6,5.9,48.1,14502,4243,3729,4063,28.2,495.1,38,19.2,28.2,27.9,29,24.8,29.6,25.2,28.2,24.1,33.1,9.1,8.8,7.8,9.9,9.7,11.8,10.7,10.2,5.9,14502,565,3.35,5.53,7.95,2,2.73,2.85,5.35,8.26,10.79,8261.47,44975.7,32543.7,1224.66,5006.14,10660.07,9486.12,49981.84,43203.77
IIyear.MS8_TDR0.7_ebik0_eq1.csv,8,0.7,0,1,1104203.27,538871.36,73.3,35.8,45949,4.29,4.77,3.86,4.4,3.25,4.71,2.48,111858.8,20128.9,90244.7,6.2,17662,266.67,32.8,0.017698945,1433575,4535031.5,29671.7,93.7,13.9,14.9,13,12.2,29.4,5.9,48.2,14502,4400,3846,4163,29.2,517.1,30.1,28.4,29.5,26.1,29.7,27.3,30,29.3,28.8,25,30.1,9.4,9.1,9.1,10,9.6,10.7,10,9.5,8.9,14502,565,1.85,2.91,9.75,3.55,4.46,11.16,5.4,7.37,20.91,4558.29,23528.83,40019.37,2166.55,8172.52,35987.52,6724.84,31701.35,76006.89
IIyear.MS8_TDR0.7_ebik1_eq0.csv,8,0.7,1,0,1091325.89,551748.74,72.4,36.6,58826.4,5.43,7.67,3.38,5.51,4.58,6.01,2.92,104489.7,12759.8,82568.7,5.7,9986,263.56,33.6,0.017492533,1433575,4506454.4,30147.9,81.8,14,15.2,12.9,12.3,29.7,6.1,48.2,14502,4392,3885,4063,29.1,516,39.1,20.1,29.2,28.7,29.9,26.1,30.5,26.2,29.1,26.2,34.3,11.6,11.1,10.3,12.4,12.7,14.3,13.4,12.8,7.8,14502,565,2.4,4.21,7.09,2.11,2.92,2.85,4.52,7.13,9.94,5945.35,34250.67,28952.07,1300.14,5344.28,10354.28,7245.49,39594.95,39306.34
IIyear.MS8_TDR0.7_ebik1_eq1.csv,8,0.7,1,1,1091165.24,551909.39,72.4,36.6,58987,5.45,6,4.95,5.56,4.34,5.97,3.2,104326.5,12596.6,82455.6,5.7,9872.9,263.52,33.6,0.017489879,1433575,4497937.3,30289.9,79.6,14.1,14.9,13.4,12.4,29.7,6.1,48.7,14502,4510,3968,4163,29.9,532.5,30.8,29.1,30.1,27.9,30.1,29.1,30.5,29.5,29.8,26.8,31.4,11.9,11.3,11.6,12.6,12.7,13.6,12.6,11.7,11.6,14502,565,1.51,2.52,7.4,2.85,3.59,8.51,4.36,6.11,15.91,3731.85,20536.01,30194.21,1734.88,6571.08,28196.82,5466.73,27107.09,58391.02
IIyear.MS8_TDR0.8_ebik0_eq0.csv,8,0.8,0,0,1267487.19,375587.44,84.1,24.9,46972.5,4.52,7.13,2.14,4.61,3.63,4.98,2.56,114236.9,22507,92145.7,6.4,19563,306.1,22.9,0.020315922,1638372,5132830.8,19708.3,98,13.9,15.1,12.8,12.2,29.7,6,47.9,14502,4234,3715,4063,28.1,493.8,38.2,18.9,28.1,27.4,28.9,24.7,29.6,25.6,28,23.4,32.7,9.1,8.8,7.9,10,9.7,11.6,10.5,10.4,5.9,14502,565,3.45,6.11,9.09,2.26,3.05,3.15,5.71,9.16,12.25,8471.99,49539.26,37181.76,1375.17,5579.92,11590.89,9847.16,55119.18,48772.65
IIyear.MS8_TDR0.8_ebik0_eq1.csv,8,0.8,0,1,1265760.15,377314.48,84,25,48699.6,4.63,5.07,4.24,4.75,3.52,5.05,2.85,117003.7,25273.8,94485.4,6.5,21902.7,305.68,23,0.020288047,1638372,5149487.2,19430.7,102.3,13.9,14.8,13,12.2,29.4,5.9,48.1,14502,4386,3840,4163,29.1,515.1,30,28.3,29.4,26.4,29.6,27.2,29.9,28.7,29,25.7,29.7,9.5,9,9.1,10.1,10.2,10.8,10,9.5,9,14502,565,1.95,3.24,10.23,4.01,4.84,12.9,5.96,8.07,23.14,4779.53,26619.81,41868.74,2451.4,8866.16,42333.45,7230.93,35485.97,84202.2
IIyear.MS8_TDR0.8_ebik1_eq0.csv,8,0.8,1,0,1251571.91,391502.72,83.1,26,62887.8,5.86,8.24,3.7,5.99,4.64,6.47,3.27,108768.4,17038.5,85978.9,5.9,13396.2,302.25,23.8,0.020060397,1638372,5118642.6,19944.8,90.2,14.1,15.2,13,12.4,29.6,6.1,48.5,14502,4374,3859,4063,29,513.5,38.9,20.1,29.1,28.4,29.7,26.3,30.4,26.5,29,25.8,33.4,11.3,10.9,10.2,12.1,12.3,13.4,12.9,12.6,7.6,14502,565,2.72,4.6,7.54,2.34,3.29,3.43,5.06,7.89,10.97,6727.76,38086.27,30762.62,1436.46,6025.14,12261.2,8164.23,44111.41,43023.82
IIyear.MS8_TDR0.8_ebik1_eq1.csv,8,0.8,1,1,1251054.26,392020.37,83,26,63405.4,5.86,6.52,5.27,6.02,4.35,6.45,3.38,108685.3,16955.4,85921.4,5.9,13338.7,302.13,23.9,0.020052432,1638372,5110699.8,20077.2,88.2,14.1,15.1,13.2,12.4,29.5,6,48.9,14502,4496,3953,4163,29.8,530.6,30.9,28.9,30.1,27.6,30.1,28.8,30.3,29.3,29.9,26.2,31.5,11.6,10.9,11.2,12.3,12.2,13,12.1,11.4,11.1,14502,565,1.82,2.8,7.8,3.06,3.99,9.16,4.87,6.79,16.97,4534.51,22977.97,32232.92,1868.98,7320.37,30180.32,6403.49,30298.35,62413.23
IIyear.MS8_TDR0.9_ebik0_eq0.csv,8,0.9,0,0,1431537.39,211537.24,95,14,47229.8,4.65,7.29,2.26,4.75,3.72,5.09,2.78,117288.9,25559,94615.5,6.5,22032.8,345.72,12.9,0.02294551,1843168,5744615.1,9511.9,106.3,13.8,14.9,12.8,12.1,29.2,5.9,47.8,14502,4196,3677,4063,27.8,488.5,37.7,18.9,28,26.5,28.6,24.7,29.6,24.8,27.7,24.6,32.6,8.8,8.4,7.6,9.6,9.3,11.2,10.3,9.9,5.5,14502,565,3.65,6.12,9.3,2.56,3.23,2.91,6.21,9.34,12.21,8957.51,49929,38006.83,1584.37,5921.94,10121.55,10541.89,55850.93,48128.37
IIyear.MS8_TDR0.9_ebik0_eq1.csv,8,0.9,0,1,1428259.03,214815.6,94.8,14.3,50508.1,4.9,5.5,4.36,5.01,3.86,5.33,3.06,121263.9,29534,97982,6.8,25399.3,344.92,13.1,0.022892414,1843168,5764277.5,9184.2,111.3,13.9,14.8,13,12.2,29.2,5.9,48.1,14502,4369,3823,4163,29,512.8,29.8,28.2,29.2,26.7,29.3,27.6,29.9,28.6,28.7,25.3,29.7,9.3,8.9,8.8,9.8,9.8,10.4,9.8,9.2,8.8,14502,565,2.19,3.55,11.35,4.15,5.03,12.84,6.35,8.58,24.18,5412.59,29093.41,46570.22,2538.52,9236.18,41188.33,7951.11,38329.59,87758.55
IIyear.MS8_TDR0.9_ebik1_eq0.csv,8,0.9,1,0,1413563.8,229510.83,93.8,15.2,65203.4,6.16,8.67,3.87,6.28,4.88,6.78,3.48,112311.6,20581.7,88803.9,6.1,16221.2,341.38,14,0.022657463,1843168,5732317.8,9716.9,99,13.9,15,13,12.3,29.5,6,48.2,14502,4362,3853,4063,29,511.8,38.8,20,29,28.7,29.7,26,30.4,26.2,28.7,26.5,33.6,10.9,10.6,9.6,11.7,12.2,12.7,12.5,12.1,7.4,14502,565,2.94,4.9,8.14,2.52,3.54,3.51,5.46,8.43,11.64,7265.31,39959.76,33266.03,1518.83,6485.96,12437.5,8784.14,46445.72,45703.53
IIyear.MS8_TDR0.9_ebik1_eq1.csv,8,0.9,1,1,1413597.06,229477.57,93.8,15.2,65170.1,6.12,6.83,5.46,6.24,4.85,6.7,3.62,111981.1,20251.2,88554.3,6.1,15971.6,341.38,14,0.022657463,1843168,5721344.9,9899.8,96.3,14,15,13.2,12.4,29.4,6,48.4,14502,4482,3935,4163,29.7,528.6,30.8,28.8,29.9,28.3,30.1,28.4,30.6,29.3,29.5,26.8,30.4,11.2,10.5,11,12,12.2,12.3,11.6,11.2,10.8,14502,565,1.93,3.05,8.72,3.3,4.19,9.59,5.23,7.24,18.31,4733.24,25026.05,35886.3,2004.46,7673.4,31450.64,6737.7,32699.45,67336.94
IIyear.MS8_TDR1_ebik0_eq0.csv,8,1,0,0,1594250.8,48823.83,105.8,3.2,48823.8,4.91,7.77,2.31,4.98,4.16,5.37,2.94,120661.2,28931.3,97402.6,6.7,24819.9,385.01,3,0.025553196,2047965,6350615,-588.1,111.5,13.9,15,12.9,12.2,29.6,5.9,48.1,14502,4186,3665,4063,27.8,487.1,37.7,18.8,27.8,27.2,28.6,24.3,29.4,24.9,27.6,24.6,32.5,8.8,8.4,7.5,9.7,10,11.4,10.3,10.1,5.5,14502,565,3.98,6.63,9.76,2.49,3.49,3.14,6.47,10.12,12.9,9774.99,54169.01,39856.78,1518.4,6392.87,11221.71,11293.39,60561.88,51078.48
IIyear.MS8_TDR1_ebik0_eq1.csv,8,1,0,1,1591249.4,51825.23,105.6,3.4,51825.2,5.13,5.72,4.6,5.26,3.91,5.57,3.27,124710.7,32980.8,100825.3,7,28242.6,384.29,3.2,0.025505409,2047965,6370697,-922.8,117,13.9,14.9,13.1,12.3,29.4,5.9,48.4,14502,4363,3807,4163,29,511.9,29.8,28.2,29.2,26.5,29.4,27.2,29.6,28.6,28.9,25.6,29.6,9.3,8.7,8.9,10,9.9,10.7,9.7,9.2,8.9,14502,565,2.26,3.8,11.87,4.31,5.31,13.93,6.57,9.11,25.79,5570.06,31793.39,48491.11,2620.52,9727.35,44599.99,8190.58,41520.74,93091.1
IIyear.MS8_TDR1_ebik1_eq0.csv,8,1,1,0,1574194.92,68879.71,104.5,4.6,68879.7,6.57,9.28,4.1,6.73,5,7.23,3.72,116253.1,24523.2,91923.5,6.3,19340.8,380.17,4.2,0.025231964,2047965,6343869,-475.6,106.9,14,15.1,13,12.3,29.9,6,48.2,14502,4348,3833,4063,28.9,509.8,38.7,19.9,28.9,28.4,29.5,26.1,30.2,26.1,28.7,26.1,33.9,10.7,10.2,9.6,11.4,12.4,13,12.4,11.8,7.2,14502,565,3.16,5.34,8.76,2.88,3.49,3.87,6.03,8.83,12.64,7785.34,43405.28,35900.22,1729.19,6403.68,14030.18,9514.53,49808.96,49930.39
IIyear.MS8_TDR1_ebik1_eq1.csv,8,1,1,1,1573878.11,69196.52,104.5,4.6,69196.5,6.56,7.32,5.87,6.72,4.98,7.15,4.01,116205.4,24475.5,91915.8,6.3,19333.1,380.09,4.2,0.025226654,2047965,6334273,-315.7,104.5,14,14.9,13.1,12.3,29.4,6,48.3,14502,4463,3913,4163,29.6,525.9,30.6,28.7,29.8,27.9,29.9,28.4,30.4,29.3,29.4,25.6,31.1,11.1,10.4,10.8,11.9,11.8,12.4,11.7,10.9,10.8,14502,565,2.09,3.41,9.31,3.68,4.24,10.66,5.78,7.65,19.98,5187.42,28115.1,38278.75,2254.89,7775.18,34656.91,7442.32,35890.28,72935.66
